Name,Synonym,CAS,SMILES,CID
HO-3867,HO3867; HO 3867; HO-3867,1172133-28-6,CC1(N(C(C(=C1)CN1C/C(=C\c2ccc(cc2)F)/C(=O)/C(=C/c2ccc(cc2)F)/C1)(C)C)O)C,
Ibuprofen Lysine,Neoprofen,57469-77-9,NCCCC[C@H](N)C(O)=O.CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,
K-Ras(G12C) inhibitor 12,,1469337-95-8,OC1=CC(Cl)=C(I)C=C1NCC(=O)N1CCN(CC1)C(=O)C=C,
K-Ras(G12C) inhibitor 9,,1469337-91-4,COC1=CC(Cl)=C(I)C=C1NCC(=O)N1CCC(CC1)NS(=O)(=O)C=C,
KU-0060648,KU0060648; KU 0060648; KU-0060648,881375-00-4,CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7,
KW-2478,KW2478; KW 2478; KW-2478,819812-04-9,CCc1c(O)cc(O)c(C(=O)c2cc(OC)c(OCCN3CCOCC3)cc2)c1CC(=O)N(CCOC)CCOC,
LDC000067,LDC067,1073485-20-7,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1,
Levobetaxolol hydrochloride,Levobetaxolol HCl; AL-1577A; (S)-Betaxolol hydrochloride; Levobetaxolol hydrochloride; Betaxon,116209-55-3,CC(C)NC[C@@H](COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,
ME0328,,1445251-22-8,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,
Medetomidine hydrochloride,Medetomidine HCl; Medetomidine hydrochloride; MPV785; Domitor,86347-15-1,Cl.CC(c1c[nH]cn1)c1cccc(C)c1C,
Mitiglinide Calcium,S21403; KAD-1229,145525-41-3,C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)[O-].C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)[O-].[Ca+2],
Nodinitib-1,ML130; CID-1088438; Nodinitib-1,799264-47-4,Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12,
ML133 hydrochloride,ML133 HCl,1222781-70-5,Cl.COC1=CC=C(CNCC2=CC=CC3=C2C=CC=C3)C=C1,
Moexipril hydrochloride,Moexipril HCl; Moexipril hydrochloride; RS-10085; CI-925; SPM 925,82586-52-5,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,
NMS-E973,,1253584-84-7,CN1CCC(CC1)NC(=O)c1cc(on1)-c1c(O)cc(O)cc1Oc1ccc(cc1)[N+]([O-])=O,
NSC-207895,NSC 207895; XI-006,58131-57-0,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],
NU6027,,220036-08-8,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1,
Ondansetron,SN 307; GR 38032; GR 38032F; GR-C507/75,99614-02-5,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,
Optovin,,348575-88-2,Cc1cc(C=C2SC(=S)NC2=O)c(C)n1-c1cccnc1,
Orphenadrine Citrate,Banflex; Flexon; Flexoject,4682-36-4,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,
Desmethyl Erlotinib hydrochloride,OSI420; OSI 420; OSI-420; CP-473420; Desmethyl Erlotinib; DesMethyl Erlotinib (CP-473420) HCl,183320-51-6,Cl.COCCOC1=CC2=C(C=C1OCCO)C(NC1=CC=CC(=C1)C#C)=NC=N2,
PF-3758309,PF3758309; PF 3758309; PF-3758309; PF-03758309; PF-309,898044-15-0,CN(C)C[C@@H](NC(=O)N1Cc2c([nH]nc2Nc2nc(C)nc3c2scc3)C1(C)C)c1ccccc1,
Quinine hydrochloride dihydrate,Quinine HCl Dihydrate; Quinine hydrochloride dihydrate,6119-47-7,O.O.Cl.COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,
RBC8,,361185-42-4,COc1ccc(c(c1)C1C(=C(N)Oc2c1c(c1ccc3ccccc3c1)[nH]n2)C#N)OC,
SB-269970 hydrochloride,SB269970 HCl; SB-269970 hydrochloride; SB-269970A,261901-57-9,Cl.CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,
SB 415286,SB415286,264218-23-7,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl,
Scopine,"6,7-Epoxytropine",498-45-3,CN1[C@H]2C[C@H](O)C[C@@H]1[C@H]1O[C@@H]21,
SF1670,PTPase CD45 Inhibitor; PTP CD45 Inhibitor,345630-40-2,CC(C)(C)C(=O)Nc1cc2c(cc1)c1ccccc1C(=O)C2=O,
SH-4-54,,1456632-40-8,CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)C(O)=O)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,
Sirtinol,,410536-97-9,CC(c1ccccc1)NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12,
Splitomicin,1-Naphthalenepropanoic Acid,5690-03-9,O=C1CCc2c3ccccc3ccc2O1,
Staurosporine,AM-2282; Antibiotic AM-2282; CGP 41251,62996-74-1,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13,
STF-083010,STF083010; STF 083010; STF-083010,307543-71-1,Oc1ccc2ccccc2c1\C=N\S(=O)(=O)c1cccs1,
T0070907,,313516-66-4,c1cc(c(cc1[N+](=O)[O-])C(=O)Nc1ccncc1)Cl,
TCID,UCH-L3 Inhibitor,30675-13-9,Clc1c2C(=O)CC(=O)c2c(Cl)c(Cl)c1Cl,
Terazosin hydrochloride dihydrate,Terazosin HCl Dihydrate; Dysalfa dihydrate; Flotrin dihydrate; Heitrin dihydrate,70024-40-7,O.O.Cl.COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1CCCO1,
TG 100713,TG100713,925705-73-3,C1=CC(=CC(=C1)O)C2=CN=C3C(=N2)C(=NC(=N3)N)N,
TIC10 Isomer,ONC201 isomer; TIC10 Analogue,41276-02-2,CC1=C(CN2C3=NCCN3C(=O)C3=C2CCN(CC2=CC=CC=C2)C3)C=CC=C1,
Tyrphostin AG 879,AG 879,148741-30-4,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S,
VUF 10166,,155584-74-0,CN1CCN(CC1)C1=NC2=CC=CC=C2N=C1Cl,
WAY-600,WAY600; WAY 600; WAY-600,1062159-35-6,C(N1CCC(CC1)N1N=CC2=C1N=C(N=C2N1CCOCC1)C1=CC2=C(NC=C2)C=C1)C1=CC=CN=C1,
WYE-354,WYE354; WYE 354; WYE-354,1062169-56-5,COC(=O)Nc1ccc(cc1)c1nc2c(cnn2C2CCN(CC2)C(=O)OC)c(n1)N1CCOCC1,
WYE-687,WYE687; WYE 687; WYE-687,1062161-90-3,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6,
WZ-3146,WZ3146,1214265-56-1,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,
WZ8040,,1214265-57-2,CN1CCN(CC1)C1=CC=C(NC2=NC=C(Cl)C(SC3=CC(NC(=O)C=C)=CC=C3)=N2)C=C1,
5-Iodotubercidin,5-ITu; NSC 113939,24386-93-4,Nc1ncnc2n(cc(I)c12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,
6-Thio-2'-Deoxyguanosine,6-Thio-dG; β-TGdR; 6-Thio-2'-Deoxyguanosine,789-61-7,Nc1nc(=S)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1,
A-1155463,A1155463; A 1155463; A-1155463,1235034-55-5,CN(C)CC#Cc1cc(c(cc1)OCCCc1c(nc(s1)N1CCc2cccc(c2C1)C(=O)Nc1nc2ccccc2s1)C(=O)O)F,
A-1331852,A1331852; A 1331852; A-1331852,1430844-80-6,Cc1c(cnn1CC12CC3CC(C1)CC(C3)C2)c1c(nc(cc1)N1CCc2cccc(c2C1)C(=O)Nc1nc2ccccc2s1)C(=O)O,
S-Adenosyl-L-methionine disulfate tosylate,Ademetionine disulfate tosylate; S-Adenosyl-L-methionine disulfate tosylate,97540-22-2,OS(O)(=O)=O.OS(O)(=O)=O.CC1=CC=C(C=C1)S(O)(=O)=O.C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,
AI-10-49,,1256094-72-0,FC(F)(F)OC1=CC=C2NC(=NC2=C1)C1=NC=C(OCCOCCOC2=CN=C(C=C2)C2=NC3=C(N2)C=CC(OC(F)(F)F)=C3)C=C1,
AMG 925,,1401033-86-0,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(Nc3ccc4CN(CCc4n3)C(=O)CO)nc12,
AMG319,,1608125-21-8,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1,
AP-III-a4,ENOblock,1177827-73-4,C1CCC(CC1)CNc1nc(nc(n1)NCc1ccc(cc1)F)Nc1ccc(cc1)CC(=O)NCCOCCOCCN,
APS-2-79 hydrochloride,APS-2-79; APS-2-79 hydrochloride; APS-2-79 HCl,2002381-31-7,Cc1cc(Oc2ccccc2)ccc1Nc1c2cc(OC)c(OC)cc2ncn1.Cl,
Ossirene,AS101,106566-58-9,N.Cl[TeH]1(Cl)(Cl)OCCO1,
Atipamezole hydrochloride,MPV-1248 hydrochloride; Antisedan,104075-48-1,Cl.CCC1(Cc2ccccc2C1)c1cnc[nH]1,
Atipamezole,MPV 1248; Antisedan,104054-27-5,CCC1(CC2=C(C1)C=CC=C2)C1=CN=CN1,
TCS7010,Aurora A Inhibitor I,1158838-45-9,CCN1CCN(CC1)C(=O)CC1=CC=C(NC2=NC(NC3=CC=C(C=C3)C(=O)NC3=CC=CC=C3Cl)=C(F)C=N2)C=C1,
AZ6102,,1645286-75-4,C[C@H]1CN(C[C@@H](C)N1)c1cc(C)c(cn1)-c1ccc(cc1)-c1nc2n(C)ccc2c(=O)[nH]1,
AZD3264,,1609281-86-8,O=C(N)Nc1c(C(=O)N)cc(c2c(O[C@H]3CCNC3)cc(c3c(C)onc3C)cc2)s1,
BAY 61-3606 dihydrochloride,BAY-61-3606 dihydrochloride; BAY 61-3606,648903-57-5,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC.Cl.Cl,
Bay K 8644,"SQ 28,873; (±)-BAY-K-8644",71145-03-4,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)C(F)(F)F)[N+]([O-])=O,
Benzamide,Benzoylamide; Phenylcarboxyamide; Amid kyseliny benzoove,55-21-0,C1=CC=C(C=C1)C(=O)N,
BI-78D3,,883065-90-5,C1COc2c(O1)ccc(c2)n1c(=O)[nH]nc1Sc1ncc(s1)[N+](=O)[O-],
BIO-acetoxime,BIA; GSK-3 Inhibitor X,667463-85-6,CC(=O)O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12,
BRD7552,,1137359-47-7,CCOC(=O)c1ccc(cc1)NC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)Nc1cc2c(cc1)OCO2)OC(=O)Nc1cc2c(cc1)OCO2)OC)CO,
CeMMEC13,,1790895-25-8,Cn1c2ccccc2c(cc1=O)C(=O)Nc1cc2c(cc1)OCCO2,
Cyclo(-RGDfK),Cyclo (-RGDfK),161552-03-0,NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,
DEL-22379,DEL22379; DEL 22379; DEL-22379,181223-80-3,COc1ccc2[nH]cc(C=C3C(=O)Nc4ccc(NC(=O)CCN5CCCCC5)cc34)c2c1,
D-α-Hydroxyglutaric acid disodium,Disodium (R)-2-Hydroxyglutarate; D-alpha-Hydroxyglutaric acid disodium salt,103404-90-6,[Na+].[Na+].O[C@H](CCC([O-])=O)C([O-])=O,
E3330,,136164-66-4,CCCCCCCCC/C(=C\C1=C(C(=O)C(=C(C1=O)OC)OC)C)/C(=O)O,
EAI045,,1942114-09-1,c1ccc2c(c1)CN(C2=O)C(C(=O)Nc1sccn1)c1cc(ccc1O)F,
EPI-001,EPI001; EPI 001; EPI-001,227947-06-0,CC(C)(C1=CC=C(OCC(O)CO)C=C1)C1=CC=C(OCC(O)CCl)C=C1,
FCCP,Carbonyl cyanide 4-(trifluoromethoxy)phenylhydrazone; Trifluoromethoxy carbonylcyanide phenylhydrazone,370-86-5,FC(F)(F)Oc1ccc(N\N=C(\C#N)C#N)cc1,
Fenoldopam mesylate,SKF-82526 mesylate; Fenoldopam methanesulfonate; Corlopam mesylate; SKF 82526; mesylate,67227-57-0,CS(O)(=O)=O.OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,
FIIN-2,FIIN2; FIIN 2; FIIN-2,1633044-56-0,CN1CCN(CC1)c1ccc(cc1)Nc1ncc2CN(C(=O)N(c2n1)Cc1ccc(cc1)NC(=O)C=C)c1cc(cc(c1)OC)OC,
FLLL32,,1226895-15-3,COc1ccc(cc1OC)\C=C\C(=O)C1(CCCCC1)C(=O)\C=C\c1ccc(OC)c(OC)c1,
G007-LK,,1380672-07-0,CS(=O)(=O)c1cnc(cc1)c1nnc(n1c1ccccc1Cl)/C=C/c1nnc(o1)c1ccc(cc1)C#N,
GNE-317,GNE317; GNE 317; GNE-317,1394076-92-6,COC1(COC1)c1c(C)c2c(s1)c(nc(n2)c1cnc(N)nc1)N1CCOCC1,
GSK1016790A,GSK101,942206-85-1,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(CC1)C(=O)[C@H](CO)NS(=O)(=O)c1ccc(Cl)cc1Cl,
GSK481,GSK'481,1622849-58-4,CN1c2ccccc2OC[C@H](NC(=O)c2cc(Cc3ccccc3)on2)C1=O,
GSK621,,1346607-05-3,COC1=CC(=CC=C1)N1C(=O)NC2=C(N(C(Cl)=C2)C2=CC=C(C=C2)C2=C(O)C(OC)=CC=C2)C1=O,
HA15,,1609402-14-3,CC(=O)Nc1nc(c2cccc(NS(=O)(=O)c3c4cccc(N(C)C)c4ccc3)c2)cs1,
Halofuginone,RU-19110; Tempostatin; empostatin,55837-20-2,O[C@@H]1CCCN[C@H]1CC(=O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,
Hydroxyprogesterone caproate,17α-Hydroxyprogesterone caproate; 17α-Hydroxyprogesterone hexanoate; Primolut Depot; Delalutin; Hormofort,630-56-8,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,
IMR-1,IMR1; IMR 1; IMR-1,310456-65-6,CCOC(=O)COc1ccc(C=C2SC(=S)NC2=O)cc1OC,
Quisinostat dihydrochloride,Quisinostat 2HCl; Quisinostat (JNJ-26481585) 2HCl; JNJ26854165(Quisinostat) 2HCl; JNJ-26481585 2HCl,875320-31-3,Cl.Cl.CN1C=C(CNCC2CCN(CC2)C2=NC=C(C=N2)C(=O)NO)C2=CC=CC=C12,
AUZ 454,K03861; AUZ 454,853299-07-7,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccnc(N)n4)cc3)cc2C(F)(F)F)CC1,
KYA1797K,,1956356-56-1,[K+].[O-]C(=O)CCN1C(=S)S\C(=C/c2ccc(o2)-c2ccc(cc2)[N+]([O-])=O)C1=O,
L-685458,"L-685,458; L-685,458",292632-98-5,CC(C)C[C@H](NC(=O)[C@@H](C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,
LJH685,,1627710-50-2,CN1CCN(CC1)c1ccc(cc1)c1ccncc1c1cc(F)c(O)c(F)c1,
LJI308,,1627709-94-7,Oc1c(F)cc(cc1F)-c1cnccc1-c1ccc(cc1)N1CCOCC1,
LLY-507,LLY507; LLY 507; LLY-507,1793053-37-8,Cc1cn(c2ccccc12)CCN1CCN(CC1)c1ccccc1c1cc(cc(c1)C#N)C(=O)NCCCN1CCCC1,
LTX-315,LTX315; LTX 315; LTX-315; K-K-W-W-K-K-W-Dip-K-NH2; Oncopore,1345407-05-7,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N,
MCB-613,MCB613; MCB 613; MCB-613,1162656-22-5,C1(C/C(=C\c2cnccc2)/C(=O)/C(=C/c2cnccc2)/C1)CC,
MCC950 sodium,CRID3 sodium salt; CP-456773 sodium; CP-456773; MCC950,256373-96-3,[Na+].CC(C)(O)c1coc(c1)S(=O)(=O)[N-]C(=O)Nc1c2CCCc2cc2CCCc12,
MI-136,MI136; MI 136; MI-136,1628316-74-4,N#Cc1cc2cc(CN3CCC(Nc4c5cc(CC(F)(F)F)sc5ncn4)CC3)ccc2[nH]1,
ML264,CID-51003603,1550008-55-3,O=C(NCC(=O)N(C1CCS(=O)(=O)CC1)C)/C=C/c1cccc(Cl)c1,
Tolimidone,MLR-1023; CP-26154; NSC 314335,41964-07-2,CC1=CC=CC(OC2=CNC(=O)N=C2)=C1,
Naloxone HCl Dihydrate,Naloxone hydrochloride dihydrate,51481-60-8,O.O.Cl.OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,
Necrosulfonamide,(E)-Necrosulfonamide,1360614-48-7,C(=O)(/C=C/c1ccc(s1)[N+](=O)[O-])Nc1ccc(cc1)S(=O)(=O)Nc1c(nccn1)OC,
NPS-1034,NPS1034; NPS 1034; NPS-1034,1221713-92-3,CN1N(C(=O)C(C(=O)NC2=CC=C(OC3=CC=NC4=C3C(=CN4)C3=CC=CC=C3)C(F)=C2)=C1C)C1=CC=C(F)C=C1,
NSC 228155,NSC228155,113104-25-9,[O-][N+](=O)c1ccc(Sc2cccc[n+]2[O-])c2nonc12,
NSC348884,,81624-55-7,Cc1cc2c(cc1)nc(CN(CCN(Cc1nc3c([nH]1)cc(C)cc3)Cc1nc3c([nH]1)cc(C)cc3)Cc1nc3c([nH]1)cc(C)cc3)[nH]2,
NSC59984,,803647-40-7,CN1CCN(CC1)C(=O)/C=C/c1ccc(o1)[N+](=O)[O-],
NU1025,NSC 696807,90417-38-2,Cc1nc2c(O)cccc2c(=O)[nH]1,
Oclacitinib maleate,PF-03394197 maleate; PF-03394197,1640292-55-2,OC(=O)\C=C/C(O)=O.CNS(=O)(=O)C[C@H]1CC[C@@H](CC1)N(C)C1=C2C=CNC2=NC=N1,
OICR-9429,OICR9429; OICR 9429; OICR-9429,1801787-56-3,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cccc(CN2CCOCC2)c1,
Omaveloxolone,RTA-408,1474034-05-3,CC(F)(F)C(=O)N[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,
Riviciclib hydrochloride,P276-00,920113-03-7,Cl.CN1CC[C@H]([C@@H]1CO)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=C(Cl)C=CC=C1,
Pantoprazole,SKF96022; BY1023,102625-70-7,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,
Peficitinib,JNJ-54781532; ASP015K,944118-01-8,NC(=O)C1=C(N[C@H]2C3CC4CC2C[C@](O)(C4)C3)C2=C(NC=C2)N=C1,
Nirogacestat,PF03084014; PF 03084014; PF-03084014; Nirogacestat; PF-3084014,1290543-63-3,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(cn1)C(C)(C)CNCC(C)(C)C,
PF-4989216,PF4989216; PF 4989216; PF-4989216,1276553-09-3,FC1=C(C=CC(=C1)C#N)C1=C(SC(N2CCOCC2)=C1C#N)C1=NC=NN1,
PFI-3,PFI3; PFI 3; PFI-3,1819363-80-8,C1[C@@H]2CN([C@H]1CN2c1ccccn1)/C=C/C(=O)c1ccccc1O,
Picolinamide,2-Pyridinecarboxamide; Picolinoylamide; 2-Carbamoylpyridine; 2-Picolinamide,1452-77-3,C1=CC=NC(=C1)C(=O)N,
Vps34-PIK-III,PIK-III; Vps34-PIK-III; VPS34-IN2,1383716-40-2,Nc1ncc(c(CC2CC2)n1)-c1ccnc(Nc2ccncc2)n1,
PLX7904,PB04,1393465-84-3,CCN(C)S(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CN=C(N=C2)C2CC2)=C1F,
Pramipexole dihydrochloride hydrate,Pramipexole 2HCl Monohydrate; Mirapex,191217-81-9,O.Cl.CCCN[C@H]1CCc2c(C1)sc(N)n2.Cl,
Prasugrel Hydrochloride,PCR 4099 (hydrochloride); Prasugrel HCl; LY 640315; LY 640315 Hydrochloride; Effient Hydrochloride,389574-19-0,Cl.CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=C(F)C=CC=C2)S1,
PRIMA-1,"PRIMA1; PRIMA 1; PRIMA-1; NSC-281668; 2,2-Bis(hydroxymethyl)-3-quinuclidinone",5608-24-2,C1CN2CCC1C(=O)C2(CO)CO,
Prucalopride Succinate,R-108512; Resolor Succinate,179474-85-2,OC(=O)CCC(O)=O.COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,
RHPS4,RHPS 4 methosulfate; NSC714187,390362-78-4,CC1=CC2=C3C(=C1)C4=C(C=CC(=C4)F)[N+](=C3C5=C(N2C)C=CC(=C5)F)C.COS(=O)(=O)[O-],
RK33,RK 33; RK-33,1070773-09-9,COc1ccc(Cn2cnc3c2ncnc2n(Cc4ccc(OC)cc4)c(=O)nc32)cc1,
Ro 5126766,RO5126766; CH5126766,946128-88-7,CNS(=O)(=O)NC1=NC=CC(CC2=C(C)C3=CC=C(OC4=NC=CC=N4)C=C3OC2=O)=C1F,
Saccharin 1-methylimidazole,Saccharin 1-methylimidazole (SMI); Saccharin 1-methylimidazole; SMI,482333-74-4,Cn1ccnc1.O=C1NS(=O)(=O)c2ccccc12,
SB-366791,SB366791,472981-92-3,COC1=CC=CC(=C1)NC(=O)/C=C/C2=CC=C(C=C2)Cl,
Scriptaid,GCK1026; Scriptide,287383-59-9,ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23,
SGI-7079,SGI7079; SGI 7079; SGI-7079,1239875-86-5,CN1CCN(CC1)c1ccc(Nc2nc3c(c(C)c[nH]3)c(n2)c2cc(CC#N)ccc2)cc1F,
SirReal2,,709002-46-0,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,
SKL2001,,909089-13-0,c1coc(c1)c1cc(no1)C(=O)NCCCn1ccnc1,
Nitroprusside disodium dihydrate,Sodium Nitroprusside Dihydrate; Sodium Nitroferricyanide(III) Dihydrate; Nitroprusside disodium dihydrate,13755-38-9,O.O.[Na+].[Na+].O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,
Tauroursodeoxycholate sodium,Sodium Tauroursodeoxycholate (TUDC); Tauroursodeoxycholic acid sodium salt; Sodium tauroursodeoxycholate; Tauroursodeoxycholate Sodium; TUDC,35807-85-3,[Na+].C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,
Ochromycinone,STA21; STA 21; STA-21; Ochromycinone,111540-00-2,CC1CC2=C(C(=O)C1)C3=C(C=C2)C(=O)C4=C(C3=O)C=CC=C4O,
SU6656,,330161-87-0,CN(C)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3cc4CCCCc4[nH]3)c2c1,
UNC2025,UNC 2025; UNC-2025; mrx-6313,1429881-91-3,CCCCNc1ncc2c(cn([C@H]3CC[C@H](O)CC3)c2n1)-c1ccc(CN2CCN(C)CC2)cc1,
Vacquinol-1,Vacquinol 1,5428-80-8,C1CCNC(C1)C(c1cc(nc2ccccc12)c1ccc(cc1)Cl)O,
VER-155008,VER155008,1134156-31-2,Nc1ncnc2n([C@@H]3O[C@H](COCc4ccc(cc4)C#N)[C@@H](O)[C@H]3O)c(NCc3ccc(Cl)c(Cl)c3)nc12,
VO-Ohpic trihydrate,VO-Ohpic,476310-60-8,O=C1O[V+](=O)(Oc2c1nccc2)OC(=O)c1ncccc1O.O.O.O.O.[H-],
Vps34-IN-1,VPS34-IN1,1383716-33-3,CC(C)(O)CNc1ncc(c(CC2CC2)n1)-c1ccnc(Nc2ccnc(Cl)c2)n1,
VR23,,1624602-30-7,C1CN(CCN1c1c2ccc(cc2ncc1)Cl)S(=O)(=O)c1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],
WNK463,,2012607-27-9,O=C(c1cncn1C1CCN(c2ncc(c3nnc(C(F)(F)F)o3)cc2)CC1)NC(C)(C)C,
WZB117,,1223397-11-2,Oc1cc(ccc1)C(=O)Oc1c(OC(=O)c2cc(O)ccc2)cccc1F,
Z-IETD-FMK,Z-IE(OMe)TD(OMe)-FMK; Caspase-8 Inhibitor,210344-98-2,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)OC)C(=O)CF,
RSL3,"1S,3R-RSL3; 1S,3R-RSL3; RSL3 1S",1219810-16-8,O=C(OC)[C@@H]1N(C(CCl)=O)[C@@H](C2=CC=C(C(OC)=O)C=C2)C3=C(C(C=CC=C4)=C4N3)C1,
CEP-33779,CEP33779; CEP 33779; CEP-33779,1257704-57-6,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(nc23)Nc4cccc(c4)N5CCN(C)CC5,
(-)-Catechin gallate,(-)-Catechin 3-O-gallate; (-)-Catechin 3-gallate,130405-40-2,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,
11-oxo-mogroside V,11-oxo Mogroside V,126105-11-1,C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,
